Question,Answer,Conversation#,Turn#,Context,Question Length
When was Seinfeld cancelled?,"In 1998, Seinfeld decided to end the series after nine seasons. The series finale aired on May 14 and was one of the most watched TV events in history.",2916,8,"['What role did Julia Louis-Dreyfus play on Seinfeld?', ""In the early 1990s, Julia Louis-Dreyfus became famous for the role of Elaine Benes on NBC's Seinfeld."", ""How was Julia Louis-Dreyfus chosen for the role of Elaine Benes on NBC's Seinfeld?"", ""Julia Louis-Dreyfus won the role over several other actresses who would also eventually enjoy their own TV success, including Patricia Heaton, Rosie O'Donnell and Megan Mullally."", ""How did the public respond to Julia Louis-Dreyfus's performance?"", ""Julia Louis-Dreyfus's performance on the series was met with critical acclaim, and she was a regular winner and nominee at television award shows throughout the 1990s."", 'Did Julia Louis-Dreyfus ever win an Emmy for her role in Seinfeld?', 'In 1996, Julia Louis-Dreyfus received the Primetime Emmy Award for Outstanding Supporting Actress in a Comedy Series, an award she was nominated for on seven occasions.', 'Did Julia Louis-Dreyfus do work on any other projects during 1990 to 1998?', ""During Julia Louis-Dreyfus's time on Seinfeld she appeared in several films, including Fathers' Day."", 'Did Julia Louis-Dreyfus work with any notable actors or actresses during her Seinfeld years?', ""During her time on Seinfeld Julia Louis-Dreyfus appeared in several films, including Fathers' Day, opposite Robin Williams and Billy Crystal, and Woody Allen's Oscar-nominated Deconstructing Harry."", 'Did Julia Louis-Dreyfus mention whether she enjoyed playing the character of Elaine?', 'Grateful as Julia Louis-Dreyfus is to have played a fantastically popular, deftly written, ballsy character, she has a surprising amount of disdain for Elaine.']",5
when was la catrina made,"La Calavera Catrina or Catrina La Calavera Garbancera ('Dapper Skeleton', 'Elegant Skull') is a 1910–1913 zinc etching.",8483,3,"['who is la catrina and what does she represent', 'La Catrina is an etching which depicts a female skeleton dressed only in a hat. La Catrina has become an icon of the Mexican Día de Muertos.', 'who made la catrina', ""La Calavera Catrina or Catrina La Calavera Garbancera ('Dapper Skeleton', 'Elegant Skull') is a 1910–1913 zinc etching by the Mexican printmaker, cartoon illustrator and lithographer José Guadalupe Posada.""]",5
Who is a Kapuso?,Kapuso is what artists and personalities of GMA Netowrk are oftened called as.,603,1,[],5
who has the name odysseus,Odysseus is a legendary Greek king of Ithaca and the hero of Homer's epic poem the Odyssey.,7843,2,"['what is the meaning of the name odysseus', 'The etymology of the name Odysseus is unknown.']",5
what is the ashes series,The Ashes is a Test cricket series played between England and Australia.,10715,2,"['When was the last time Australia won ashes in England', 'Australia won back the ashes in England last in 1998–99.']",5
What was alter bridge?,Alter Bridge was an actual bridge that used to be located near Mark Tremonti's home in Detroit.,679,6,"['What was the alter bridge?', 'Alter Bridge is an American rock band from Orlando, Florida.', 'What happened to Alter Bridge in 2003?', ""Alter Bridge's origins lie in late 2003 when Kennedy was contacted by former Creed guitarist Mark Tremonti"", 'Why was Myles Kennedy contacted by Mark Tremonti?', 'Mark Tremonti was interested in having Myles Kennedy lay down vocal tracks for some songs he had recently written.', 'What happened in 2004 for Myles Kennedy?', 'Alter Bridge was officially formed in January 2004.']",5
when was uttar predesh created,"Uttrar Predesh was created on 1 April 1937 as the United Provinces of Agra and Oudh during British rule, and was renamed Uttar Pradesh in 1950.",8540,5,"['who is the first woman governer of india', 'Sarojini Naidu was the first female to become the governor of an Indian state.', 'which state did sarojini naidu govern', 'Sarojini Naidu governed the Indian State of Uttar Pradesh.', 'where is uttar pradesh', 'Uttar Pradesh is a state in northern India.', 'how many people live in uttar predesh', 'With roughly 200 million inhabitants, Uttar Pradesh is the most populous state in India as well as the most populous country subdivision in the world.']",5
where is uttar pradesh,Uttar Pradesh is a state in northern India.,8540,3,"['who is the first woman governer of india', 'Sarojini Naidu was the first female to become the governor of an Indian state.', 'which state did sarojini naidu govern', 'Sarojini Naidu governed the Indian State of Uttar Pradesh.']",4
What happened in 1932?,"In 1932 Rabindranath Tagore visited a Bedouin encampment in the Iraqi desert and released Punashcha, a volume of poetry.",6508,2,"['What are the twilight years?', ""The Twilight years were from 1932 until Tagore's death in 1941.""]",5
who created casper,Casper was created by Seymour Reit and Joe Oriolo,9257,3,"['when did casper the friendly ghost come out', 'The Friendly Ghost, the first Noveltoon to feature Casper, was released by Paramount in 1945', 'when was casper created', 'Casper was created in the late 1930s']",3
What is Perfect Symmetry?,"Perfect Symmetry is the third studio album by English rock band Keane, released on 13 October 2008 in the United Kingdom.",5128,1,[],5
what causes pcl injuries,Injuries to the PCL typically occur when the tibia is hit by an outside force while the leg is bent.,7559,2,"['where is the pcl located in the knee', 'The posterior cruciate ligament is located in the middle of the knee, next to the anterior cruciate ligament']",4
when was saturnalia held,Saturnalia was held on 17 December of the Julian calendar and later expanded with festivities through to 23 December.,9492,3,"['where did tradition of giving gifts come from', 'In ancient Rome, gift giving may have occurred near the winter solstice which in Europe occurs in December. This was celebrated during the Saturnalia holiday, which took place that month.', 'what did saturnalia celebrate', 'Saturnalia was an ancient Roman festival in honour of the god Saturn.']",4
was world war 1 necessary,"World War I has been called unnecessary because the original dispute that triggered the conflict was limited, yet it triggered a massive, global war.",10682,4,"['what was the premise of world war 1', 'World War I began in 1914 after the assassination of Archduke Franz Ferdinand and lasted until 1918.', 'how did the assassination of archduke franz ferdinand lead to world war 1', 'The assassination of Archduke Ferdinand was the spark that caused Austria-Hungary to strike the first blow and all the European powers quickly fell in line to defend their alliances.', 'how many people died in world war 1', 'The total number of military and civilian casualties in World War I is estimated to be about 40 million.']",5
when was saint bonaventure canonized,"Saint Bonaventure was canonized on April 14, 1482",9307,5,"['what is mission san buenaventura used for today', 'San Buenaventura Mission was restored in 1957, and it is used today as a parish church.', 'when was mission san buenaventura founded', 'Mission San Buenaventura was founded on March 31, 1782', 'who founded mission san buenaventura', 'Mission San Buenaventura was established by Father Junípero Serra.', 'who was mission san buenaventura named after', 'Mission San Buenaventura was named after Saint Bonaventure, a 13th century Franciscan saint and Doctor of the Church.']",5
what is jupiter's composition,"Jupiter is made up predominantly of hydrogen, which accounts for 90 percent of the atmosphere. Nearly 10 percent is composed of helium.",10665,3,"['what is the mass of jupiter in scientific notation', 'The mass of Jupiter in scientific notation is 1.8981 times 10 to the 27th power kilograms.', 'what is the mean radius of jupiter', 'The mean radius of Jupiter is 43,441 mi.']",5
Who is Stan Brakhage?,"James Stanley Brakhage, better known as Stan Brakhage, was an American non-narrative filmmaker.",3464,1,[],5
Who is Lucky Louie?,"In June 2006, C.K. starred in and wrote Lucky Louie, a sitcom he created.",3806,3,"[""What was Louis C.K.' first stand-up performance?"", ""C.K.'s first attempt at stand-up was in 1985 at an open mic night at a comedy club in Boston, Massachusetts, during the apex of the comedy boom."", ""Was Louis CK's first standup show successful?"", 'He was given five minutes of time, but had only two minutes of material. He was so discouraged by the experience that he did not perform again for two years.']",5
Was Zheng He captured?,Zheng He was captured by the Ming armies at Yunnan in 1381.,2124,5,"['Where was Zheng He born?', 'Zheng He was born Ma He to a Muslim family of Kunyang, Kunming, Yunnan, China.', ""What is Zheng He's religion?"", ""The Liujiagang and Changle inscriptions suggest that Zheng He's devotion to Tianfei (the patron goddess of sailors and seafarers) was the dominant faith to which he adhered."", 'When did the Ming Army invade?', 'In the autumn of 1381, a Ming army invaded and conquered Yunnan.', 'Did Zheng He have any children?', 'One source states that Zheng He was castrated at the age of 10 and then was placed in the service of the Prince of Yan.']",5
Did Bill Robinson leave?,The manager served Robinson without delay and allowed him to stay.,2346,4,"[""What was Bill Robinson's legacy?"", 'Despite earning and spending a fortune, his memories of surviving the streets as a child never left him, prompting many acts of generosity.', 'What obstacles did Bill Robinson face?', 'Robinson was successful despite the obstacle of racism. A favorite Robinson anecdote is that he seated himself in a restaurant and a customer objected to his presence.', 'What did Bill Robinson do while the customer objected his presence?', 'Robinson politely illustrated to the manager his right to dine there.']",5
